source,date,label,category,text
instagram,,0,monde,جامعة قسنطينة 1 الإخوة منتوري تستقبل السيد خوسيه جواو أبرانتش، رئيس المحكمة الدستورية لجمهورية البرتغال. السيد هذا راح يدير محاضرة بعنوان: التحديات الحالية للعدالة الدستورية: حماية الحقوق الأساسية في حالة الطوارئ. المحاضرة راح تكون نهار السبت 09 أوت 2025 في قاعة المحاضرات 500 مقعد، بداية من التسعة تاع الصباح. يشرفنا حضوركم لهاد الفعالية المهمة.
instagram,,3,islam,تهنئة لكل الأسرة الجامعية، عمال، أساتذة و طلبة، في جامعة قسنطينة 1 الإخوة منتوري، بمناسبة عيد الأضحى المبارك. إن شاء الله يعيدو علينا و عليكم بالخير و البركات.
linkedin,,3,islam,تهنئة من السيد مدير جامعة قسنطينة 1 الإخوة منتوري للأسرة الجامعية بمناسبة عيد الفطر المبارك.
linkedin,,0,culture,السيدة ساندرا ريفاس، مديرة معهد سرفانتس في الجزائر، راح تزور جامعة قسنطينة 1، و معاها السيد أنطونيو لازارو، رئيس ديوان المدير العام لمعهد سرفانتس في مدريد. الزيارة هادي جاية باش يدشنو دورة تاع اللغة الإسبانية في الجامعة. السيدة ساندرا و السيد أنطونيو راح يلتقاو برئيس الجامعة، البروفيسور أحمد بوراس و المعاونين تاعو، و راح يزوروا الحرم الجامعي و بعض الأماكن اللي فيه. من بعد، راح يديروا زيارة للمكتبة المركزية تاع الجامعة و يدشنوا دورة تاع لغة إسبانية في معهد سرفانتس، و راح يزيدوا يشوفوا قاعة وين راح يديروا فيها نشاطات ثقافية. الزيارة هادي راهي بالتنسيق مع السفير الإسباني.
linkedin,,3,culture,دعوة عامة لكاع الأسرة الجامعية باش يحضروا فعاليات يوم العلم. كونوا في الموعد!
instagram,,0,culture,دعوة من السيد مدير الجامعة، البروفيسور أحمد بوراس، لكامل الأسرة الجامعية (طلبة، أساتذة و عمال) باش يحضروا مراسيم إحياء ذكرى يوم العلم، نهار 16 أفريل 2025، في قاعة المحاضرات الكبرى محمد الصديق بن يحيى. حضوركم يشرفنا.
linkedin,,0,hightech,جامعة قسنطينة 1 في طريقها باش تولي جامعة الجيل الرابع: افتتاح قاعة جديدة في جامعة الإخوة منتوري. السيد رئيس جامعة الإخوة منتوري قسنطينة 1 و الطاقم الإداري تاعو، أشرفو نهار الأربعاء هدا على افتتاح هاد القاعة الجديدة، اللي جاية ضمن مشروع جامعة الجيل الرابع (4). هاد القاعة استضافت أول مؤتمر مرئي عن بعد، ضمن مشروع إيراسموس بيهي ويشلياد. الحجز تم عبر المنصة الرقمية، و الدخول ليها ساهل بالبطاقة الرقمية الموحدة. هاد التقنية معممة على مركز المؤتمرات كامل (500 مقعد بيداغوجي)، و قريبا راح تتعمم على بلايص واحدوخرين. جامعة قسنطينة 1 الإخوة منتوري: جامعة الماضي، الحاضر و المستقبل.
linkedin,,3,hightech,البحث و الابتكار في إفريقيا.
linkedin,,0,hightech,حوار خاص مع البروفيسور أحمد بوراس، مدير جامعة الإخوة منتوري، في إذاعة قسنطينة. جامعة الإخوة منتوري كانت من بين الجامعات اللي تخيّروها مؤخراً من طرف وزارة التعليم العالي و البحث العلمي باش تكون النموذج الأول لتجسيد التحول لجامعة الجيل الرابع. هذا شرف كبير لينا في جامعة قسنطينة، و هذا بفضل المؤهلات المتوفرة في جامعة الإخوة منتوري و اللي خلاّتها تكون من بين الجامعات اللي تخيروها على المستوى الوطني. بدينا هاد السمانة نوفروا في الظروف اللازمة باش نجسدوا هاد التوجه تاع جامعة الجيل الرابع. بدينا نجهزوا في بعض المساحات البحثية و البيداغوجية بوسائل إلكترونية و تجهيزات الذكاء الاصطناعي، باش نوفروا الفضاء اللازم للعائلة الجامعية، سواء طلبة و لا باحثين و لا أساتذة، باش يندمجوا في هاد التحول و يولي حقيقة. تحويل الجامعة الجزائرية لجامعة الجيل الرابع راهو يدخل في إطار الجامعة الرقمية و الاستراتيجية العامة للدولة الجزائرية. بدينا نجهزوا بعض القاعات البيداغوجية و البحثية اللي راح تسهل التحول لجامعة الجيل الرابع. رقمنا هاد القاعات كلياً، و حتى الدخول ليها راح يكون إلكتروني، و حتى وسائل الاتصال داخل القاعات راهي رقمية، فيها إشارات رقمية من الجيل الرابع. رانا نستناو باش نوسّعوا الرقمنة للهياكل البيداغوجية و نوصلوا بيها للمدرجات و المخابر. جامعة الإخوة منتوري كانت سبّاقة في تجسيد هاد الاستراتيجية مع مجموعة من الجامعات اللي تخيروها.
linkedin,,0,nation,إعلان على جال مسابقة الالتحاق بالتكوين لنيل شهادة الدكتوراه في جامعة قسنطينة 1 الإخوة منتوري.
instagram,,3,culture,إحياءً للذكرى الـ70 لاندلاع الثورة التحريرية، نظمت اليوم المديرية الفرعية للأنشطة العلمية، الثقافية و الرياضية لجامعة قسنطينة 1 الإخوة منتوري أبواب مفتوحة على النشاطات العلمية، الثقافية و الرياضية. هاد الشي كان في بهو عمارة الآداب و اللغات، و الهدف تاع النشاط هو تقريب الطلبة من المديرية و تشجيعهم باش ينخرطوا في مختلف النشاطات اللي تشرف عليها.
instagram,,0,culture,بمناسبة الذكرى 71 لاندلاع الثورة التحريرية، المديرية الفرعية للأنشطة العلمية، الثقافية و الرياضية بجامعة قسنطينة 1 الإخوة منتوري تنظم أبواب مفتوحة على النشاطات العلمية، الثقافية و الرياضية. هاد الشي راح يكون نهار الأربعاء 1 نوفمبر 2025 في بهو عمارة الآداب و اللغات، بداية من التسعة و نص تاع الصباح. النشاط يهدف باش يقرب الطلبة من المديرية و يشجعهم على الانخراط في مختلف النشاطات اللي راهي مشرفة عليها. الدعوة عامة، و حضوركم يشرفنا.
instagram,,3,nation,عاشت حرة أبية، و المجد و الخلود لشهدائنا الأبرار.
linkedin,,3,hightech,جوميكود راه وصل لسطيف! ما تفوتوش الفرصة! ندعوكم باش تحضروا معانا نهار السبت [شهر أكتوبر] ليوم مفتوح خاص بالمهارات التكنولوجية. راح تكون ورشة عمل مجانية حول الذكاء الاصطناعي، و راح تلتقاو بالفريق تاعنا. هاد النهار راح يكون فيه 10 سوايع تاع محتوى. الدخول باطل، و تقدروا تنضموا لمجتمع جوميكود! جوميكود يوم مفتوح سطيف: تكنولوجيا، تكوين، ابتكار.
linkedin,,3,hightech,جوميكود السنغال، بالتعاون مع المديرة تاعها مريم لاسجوت، راهي تخدم باش تعزز تكنولوجيا التعليم و الإدماج الرقمي في غرب إفريقيا. هاد المجهودات راهي مدعومة من طرف الاتحاد الاقتصادي و النقدي لغرب إفريقيا، و تهدف لتعزيز الشمول في تكنولوجيا التعليم. البنك العالمي راهو يقدم ميزة هائلة باش التكنولوجيا تولي شاملة أكثر. كاين بث مباشر نهار الاثنين [تاريخ في أكتوبر] على قناة إفريقيا TV و اليوتيوب، راح يكون حول تكنولوجيا التعليم، الشمول و دور المرأة في التكنولوجيا. جوميكود السنغال: تكنولوجيا التعليم و الشمول.
linkedin,,3,hightech,جوميكود و شاري يديرو شراكة باش يبنيو مواهب تكنولوجية في إفريقيا الفرنكوفونية. جوميكود، لي تعتبر مؤسسة رائدة في التكوين التكنولوجي، أعلنت على شراكة استراتيجية مع شاري. شاري هي واحدة من الشركات الناشئة الأكثر حيوية في المغرب، متخصصة في حلول التجارة الإلكترونية و الفينتيك (التكنولوجيا المالية) لتجار التجزئة في كامل إفريقيا الفرنكوفونية. هاد التعاون يجي في إطار برنامج Talent4Startups، لي تدعمو Digital Africa (فرع من Proparco). الهدف هو تطوير مجموعة قوية من الكفاءات المؤهلة باش تدفع نمو الشركات الناشئة الإفريقية. اقراو الخبر كامل في أخبار إفريقيا التقنية. تكنولوجيا التعليم، مواهب تقنية، جوميكود، شاري، إفريقيا الفرنكوفونية، شراكة، مهارات رقمية، تدريب.
instagram,,3,monde,هادي اللحظة الشخصية تاعي، هادا واش ديما يعطيني إحساس عطلة شباب، كيما في فنادق راديسون.
instagram,,3,monde,نهاية أسبوع فخمة مع الصحاب، جاز وقت هبال في فندق راديسون بلو بمارسيليا في الميناء القديم. تحويسة خفيفة في مزارع العنب وين تقدر تذوق وتتعرف على حكايات صناعة المشروبات المحلية. مارسيليا وجهة شابة بزاف وتجربة الفنادق هناك روعة. تنبيه: استهلاك المشروبات الكحولية مضر بالصحة، لازم يكون باعتدال، والمحتوى مخصص للكبار فقط.
instagram,,0,monde,عشر جواهر مخفية في براغ: مقهى الأحرار، محلات الملابس التشيكية المخدومة باليد، الهدايا التذكارية، وحديقة ريغير الهادئة اللي تطل على مناظر خلابة. كاين كشك الصور القديمة في الممر (ردوا بالكم يمشي غير بالصرف، الصورة بربعة يورو وتقدر تخلص بالبطاقة البنكية). جربوا مخبزة كولاشيري اللي تخدم حلويات تشيكية بمكونات محلية، وطاحونة الشيطان التاريخية، ومتحف موتشا في قصر سافارين. وأكيد فندق راديسون بلو براغ اللي يجمع بين التاريخ والراحة العصرية. احفظوا هاد المنشور باش تنظموا رحلتكم الجاية لبراغ وتكتشفوا أحسن البلايص.
instagram,,3,monde,أثينا مدينة قديمة ومعمرة بالسحر والتاريخ. أحسن طريقة تبدأ وتكمل بيها نهارك هي في فنادق راديسون في أثينا. اليونان بلاد الجمال والحياة.
instagram,,2,monde,ياو باينة خير من حياتي! شكون فيكم زار مدينة ليون وجرب فندق راديسون ليون؟ الستيل تاعهم حاجة روعة وهبال.
instagram,,3,monde,ريح شوية من الجري تاع الدنيا وتهنى براحة حقيقية. في حياتنا اللي معمرة خدمة وجري بين باريز وكاع البلايص، ساعات ننساو رواحنا. وعلاش ما تديش وقت قصير في كورسيكا؟ تريح قدام لابيسين، تتعشى وقت الغروب، ودير حصة تدليك في السبا. راحة تستاهلها في بلاصة شابة تخليك تريشارجي لي باطري. وأنت واش هي طريقتك باش تريح وتستقهوى في هدوء؟ بالتعاون مع فنادق راديسون أجاكسيو.
instagram,,3,monde,اكتشف مدينة ترومسو وين المغامرة تتلاقى مع القطب الشمالي. جرب تزلج الكلاب، شوف أضواء الشمال الساحرة، واكتشف الحياة البرية والثقافة الحية في القطب. ترومسو تستنى فيك! فنادق راديسون بلو ترومسو.
instagram,,3,monde,السهرات الطويلة، منظر الغروب من السطح، والمقبلات مع الصحاب. هاد اللحظات هي اللي تحسسك بلي المدينة كاملة راهي ليك. كاين صوالح ما يتشراوش بالدراهم وهادي هي اللي تخليهم غاليين بزاف. واش هي أحسن ذكرى ليكم في برشلونة؟ فنادق راديسون، ذكريات ما تتنساش.
instagram,,3,monde,كاين بزاف ما يتشاف في هاد العالم. أرواحوا معانا في جولة باش تكتشفوا الوجه الحقيقي لكل بلاد. راكم واجدين للمغامرة؟ يوميات السفر مع فنادق راديسون بلو.
instagram,,3,monde,جامي زرت تغازوت؟ دير السورف، ريح وجوز وقتك في راديسون بلو بخليج تغازوت، وين الشمس والمناظر الطبيعية تتلاقى مع الثقافة المغربية النابضة بالحياة. وقتاش ناوي تزورنا؟ المغرب، اكتشف الجمال.
linkedin,,3,hightech,معرض إكسل: ربع أيام من الطاقة والابتكار وهدرة مفيدة على مستقبل التجارة الرقمية. شركة إيكوسنيت فخورة باللقاء مع رواد الأعمال وعرض الحلول اللي تقوي الجيل الجاي من التجارة الإلكترونية. هادي غير البداية ومازال كاين جديد. منتدى التحول الرقمي والتجارة الإلكترونية.
instagram,,3,hightech,ربع أيام معمرة بالنشاط والابتكار في مستقبل التجارة الرقمية. إيكوسنيت تلاقت مع أصحاب المشاريع وعرضت حلول تكنولوجية قوية للخدمة عبر الإنترنت. رانا فخورين بمشاركتنا كراعي رسمي لمنتدى راكامنا باش ندفعوا عجلة النمو الرقمي. تلاقاو بينا في المواعيد الجاية.
linkedin,,3,hightech,في معرض إكسل، جوزنا أيام هايلة معمرة بالابتكار في عالم التجارة الإلكترونية بالجزائر. إيكوسنيت كانت في قلب الحدث وقدمت حلول لمرافقة أصحاب المشاريع باش يحسنوا الأداء تاعهم ويطوروا نشاطهم. شكراً لكل اللي زارونا في الجناح تاعنا، وشكراً للمنظمين على جودة المعرض. إيكوسنيت تساهم بقوة في الانتقال الرقمي وتطوير التجارة في بلادنا.
instagram,,1,hightech,أربعة أيام في معرض التوقيع الرقمي والابتكار مع إيكوسنيت. فرحنا بزاف كي قدمنا حلول تعاون المؤسسات والتجار باش يحسنوا الخدمة تاعهم. ميرسي كاع اللي جاو وشافوا كيفاش نقدرو نرافقوهم رقمياً. إيكوسنيت كان ليها الشرف تشارك في منتدى راكامنا وتناقش مواضيع مهمة كيما إدارة التجارة الإلكترونية والمخاطر الرقمية. حنا هنا باش نعاونوا الفاعلين الاقتصاديين في التحول الرقمي تاعهم.
linkedin,,3,hightech,معرض فورماتيك! ورشات تفاعلية، نقاشات مفيدة، ولقاءات خلاتنا نعيشوا وتيرة الابتكار الرقمي. شكراً كاع اللي ساهموا في نجاح هاد الحدث وجاو شاركونا أفكارهم. شوفوا في الفيديو أحسن لحظات معرض فورماتيك. إيكوسنيت، الابتكار، التكنولوجيا السحابية، التحول الرقمي.
linkedin,,3,hightech,غدوة إيكوسنيت تستناكم في قصر المعارض سافكس، الجناح المركزي، رقم مئة وسبعة. أرواحوا تكتشفوا حلولنا في التحول الرقمي والتجارة الإلكترونية بالجزائر. حلولنا مئة بالمئة جزائرية وتساعدكم تسرعوا الخدمة تاعكم، كيما أدوات العمل الجماعي، البريد الإلكتروني المحمي، والخدمات السحابية. إيكوسنيت ترافق الشركات في تطورهم الرقمي من فاتح لغاية رابع أكتوبر بسافكس.
instagram,,3,hightech,ورشات عمل تفاعلية، نقاشات ملهمة، وجو معمر بالابتكار والمغامرة في عالم التكنولوجيا. شكراً بزاف لكل اللي ساهموا في هاد اللحظات الشابة تاع المشاركة. نسترجعوا مع بعض أحسن لحظات معرض فورماتيك. إيكوسنيت، ابتكار، تكنولوجيا السحاب، تحول رقمي.
linkedin,,3,hightech,يشرفنا نعلنوا بلي السيدة ريما أزوز من شركة إيكوسنيت راح تشارك في معرض فورماتيك في موضوع: السحابة الرقمية، الويب والأمن السيبراني: واش هي تحديات الشركات مع تكنولوجيا الغد؟ التاريخ: تسعة أكتوبر، الساعة العاشرة صباحاً، بقاعة المؤتمرات جناح ألف في سافكس الجزائر. أرواحوا تفهموا كيفاش هاد التقنيات تبدل استراتيجية الشركات وتكتشفوا كيفاش تتأقلموا مع الوظائف التكنولوجية الجديدة. كاين ورشات عمل في الجناح تاعنا باش تهدروا مباشرة مع الخبراء. سجلوا رواحكم درك.
linkedin,,3,hightech,معرض فورماتيك كان فرصة كبيرة للابتكار والمشاركة في عالم الرقمنة. طول نهارنا وحنا نعرضوا حلول ومنتجات رقمية للشركات والأساتذة والمهنيين في قطاع التعليم. إيكوسنيت ترافقكم في التحول الرقمي، ودرنا ورشة عمل خاصة بالتكنولوجيا السحابية باش يكتشفوا المشاركين كيفاش يستعملوها في الواقع. سجلوا درك في الحصص الجاية باش تعيشوا التجربة.
linkedin,,3,hightech,طاقة هبال في جناح إيكوسنيت في معرض فورماتيك! على مدار ربع أيام، كان الابتكار هو العنوان. شاركتوا بقوة في الورشات مع الخبراء تاعنا على مواضيع مهمة: السحابة الرقمية، الذكاء الاصطناعي، وتطوير الأعمال. السيدة ريما أزوز قدمت رؤية الشركة وخبرتنا في خدمة الرقمنة بالجزائر. شكراً للمؤطرين على المداخلات القيمة، وشكراً لفريق العمل والتقنيين، وأكيد شكراً للزوار على حماسهم وفضولهم. المعرفة تتشارك وهذا هو سر النجاح الجماعي.
instagram,,0,hightech,في معرض فورماتيك، كانت الطاقة هايلة وفريق إيكوسنيت دار خدمة فور في الابتكار والتحول الرقمي. نتوما شاركتوا بزاف في الورشات، والخبراء تاعنا هدروا على تلاتة محاور: السحابة، الذكاء الاصطناعي، وإدارة الأعمال. المديرة تاعنا ريما أزوز شاركت في النقاش وحكات على رؤيتنا للخدمات الرقمية. ميرسي للمؤطرين على جودة المداخلات، وميرسي لكل الفريق التقني اللي سهر على نجاح الورشات، وشكراً للزوار على الحماس تاعهم. حنا نأمنوا بلي المعرفة لازم تتشارك وهذا هو التعلم الجماعي.
instagram,,3,hightech,نهار كامل تحت شعار الابتكار والمشاركة في عالم الرقمنة. عرضنا حلول ومنتجات رقمية للمؤسسات والمحترفين في التعليم باش يكتشفوا كيفاش إيكوسنيت ترافقهم في التحول الرقمي. درنا ورشة عمل على التكنولوجيا السحابية باش نبينوا الاستعمالات الحقيقية لهاد التكنولوجيا. الورشات مازالها مكملة لغاية عشرة أكتوبر، سجلوا درك باش تنضموا للحصص الجاية وتعيشوا التجربة.
instagram,,3,hightech,فرحانين نعلنوا بلي السيدة ريما أزوز مديرة إيكوسنيت راح تشارك في معرض فورماتيك في ندوة حول: السحابة الرقمية والويب والأمن السيبراني وتحديات الشركات مع تقنيات الغد. الموعد نهار تسعة أكتوبر في قصر المعارض بسافكس. في البرنامج: فهم كيفاش هاد التقنيات تبدل استراتيجية المؤسسات، واكتشاف تحديات التكوين وجذب المواهب التكنولوجية. فرصة هايلة باش تزيدوا في معلوماتكم وتوجدوا لمستقبل الرقمنة. كاين ورشات عمل في الجناح تاعنا مع الخبراء، سجلوا رواحكم درك.
linkedin,,0,hightech,إيكوسنيت في معرض فورماتيك! من تنيين لغاية خمسة أكتوبر، نتلاقاو في قصر المعارض سافكس بالعاصمة. ما تراطيش، لازم تكون حاضر في هاد المعرض المخصص لكل ما يتعلق بالتكوين والتقنيات الرقمية. سجل درك عبر الاستمارة الرسمية باش تشارك. إيكوسنيت، ابتكار وتكوين.
linkedin,,3,hightech,إيكوسنيت في معرض فورماتيك! على مدار ربع أيام، رانا نقترحوا ورشات عمل للجميع حول مواضيع تقنية ضرورية: التكنولوجيا السحابية، الذكاء الاصطناعي، الجديد في الحصص التقنية، وخطاب الأعمال. كاين فضاء للتبادل وعرض أفكار ملموسة. سجل روحك درك باش تشوف البرنامج كامل وتشارك في الورشات عبر الاستمارة. الموعد في قصر المعارض سافكس من تنيين لغاية خمسة أكتوبر. إيكوسنيت، سحاب، تعاون وتكوين مهني مجاني.
instagram,,3,hightech,من تنيين لغاية خمسة أكتوبر، إيكوسنيت ترحب بيكم في الجناح الخاص بيها في معرض فورماتيك بقصر المعارض سافكس. كاين دورات تكوينية حصرية حول: السحاب الرقمي، الذكاء الاصطناعي، والعمل الجماعي. أرواحوا تلاقوا بالخبراء تاعنا باش تطوروا شركاتكم في إطار فريد. سجلوا درك عبر الاستمارة. إيكوسنيت، الأمن السيبراني، تكنولوجيا السحاب، وتكوين مجاني.
instagram,,1,hightech,على مدار ربع أيام، رانا نقترحوا عليكم ورشات عمل في متناول الجميع حول مواضيع ضرورية في أخبار التقنية: كيما السحاب الرقمي، الذكاء الاصطناعي، الجديد في الحصص التقنية، وخطاب الأعمال. كاين فضاء للتبادل وعرض حلول ملموسة. سجل روحك درك باش تكتشف البرنامج كامل وتشارك في الورشات عبر الاستمارة. الموعد في قصر المعارض سافكس من تنيين لغاية خمسة أكتوبر. إيكوسنيت، سحاب، تعاون وتكوين مهني مجاني.
instagram,,3,hightech,من تنيين لغاية خمسة أكتوبر، رانا في سافكس بقصر المعارض، واجدين باش نبدأوا خدمة مكرسة للتكوين في التقنيات الرقمية. سجلوا درك عبر الاستمارة الرسمية. إيكوسنيت، ابتكار وتكوين مهني.
instagram,,3,hightech,مع خدمة الدفع حسب الاستهلاك، ما تخلص غير واش تستعمل. هاد الخدمة توفر المرونة والشفافية وتخلي التكنولوجيا السحابية متوافقة مع احتياجات شركات إيكوسنيت. التحول الرقمي بلا مخاطر كبيرة يخلي التكنولوجيا السحابية وسيلة للنمو في متناول الجميع. اضغط على الرابط باش تفهم كيفاش هاد الطريقة تبدل استهلاكك للحوسبة السحابية. إيكوسنيت، تحول رقمي بلا مخاطر.
instagram,,0,nation,بمناسبة الدخول المدرسي الجديد، شركة إيكوسنيت بالتعاون مع الهلال الأحمر الجزائري قدموا محافظ مدرسية لدعم التلاميذ في طريقهم للعلم. اللي ميز هاد المبادرة ماشي غير المحفظة، بصح الكلمات الشابة اللي كتبتوها. كل محفظة فيها رسالة تشجيع تغرس الثقة في قلوب الدراري وتفكرهم بلي يقدروا يوصلوا لأعلى المراتب. إيكوسنيت تشكر كل واحد ساهم بكلمة صادقة وحول هاد المبادرة لرمز للأمل والتضامن.
instagram,,0,monde,اليوم الأخير في فرقة العمل المشتركة! فرحانين نشاركوا هاد اللحظة الخاصة وين وقعنا شراكة جديدة مع شركة أوغندية. مع بعض رانا نبنيو جسور قوية عبر إفريقيا. لابل الجزائر، سافي.
instagram,,0,islam,بقلوب مؤمنة بقضاء الله وقدره، مجمع لابل يتقدم بأحر التعازي لعائلة مجمع بيف في وفاة الوالد بولطيف عبد القادر. نسأل الله أن يرحمه ويسكنه فسيح جناته ويلهم ذويه الصبر والسلوان. إنا لله وإنا إليه راجعون.
instagram,,3,islam,مجمع لابل يتمنى لكم عاماً هجرياً سعيداً.
instagram,,0,economie,رانا فرحانين نعلنوا مشاركتنا في معرض الجزائر الدولي، من تسعة وعشرين ماي لغاية تنيين جوان في قصر المعارض سافكس. جايين بمنتجات جديدة ومبتكرة، استناو جديدنا قريب.
instagram,,3,economie,عرض وظيفة: مدير منصات التواصل الاجتماعي. المكان: بئر مراد رايس. نوع العقد: عقد مؤقت بدوام كامل. رانا نحوسوا على مدير منصات تواصل اجتماعي شغوف بالتسويق الرقمي والابتكار باش ينضم للفريق تاعنا. المهام: إدارة حسابات التواصل الاجتماعي، تسيير المحتوى، إدارة الصفحات والنشاطات على فيسبوك، إنستغرام، يوتيوب وتويتر، إعداد الحملات التسويقية، ومتابعة التوجهات الجديدة في قطاع الصناعات الغذائية الرقمية. المتطلبات: شهادة جامعية أو تكوين احترافي، خبرة في إدارة الصفحات، روح المبادرة، والتحكم في أدوات الإعلام الآلي والتواصل. ابعث سيرتك الذاتية بعنوان: ترشح لمدير منصات التواصل الاجتماعي.
instagram,,3,nation,بالتوفيق لكل المترشحين في امتحانات شهادة البكالوريا.
instagram,,3,islam,مجمع لابل يتمنى لكم عيداً سعيداً ومباركاً.
instagram,,3,culture,عيد سعيد لكل أطفال العالم، دمتم سعداء.
instagram,,3,culture,الأم كلمة صغيرة بصح تحمل عالم كامل من الحب والرعاية. جعل الله كل أيام الأمهات أعياداً.
linkedin,,0,hightech,اختتام النسخة الثالثة من برنامج ديب جيزي، اللي كان منصة هايلة للإبداع والتعاون والتعلم. في هاد الدورة، المشاركين حولوا أفكارهم لحلول رقمية قوية مدعومة بالبيانات. رانا فخورين بدعمنا لهاد المبادرة كراعي رسمي بالشراكة مع جلالتي وهواوي. نهنيو كامل المشاركين والشركاء على هاد النجاح الكبير. ديب جيزي: إبداع، بيانات، تعاون، تمكين الشباب وتأثير.
linkedin,,0,hightech,التسجيلات راهي مفتوحة رسمياً في أكبر هاكاثون للتكنولوجيا والابتكار برعاية جيزي! رحلة تاع تلت أيام وين الشباب المبدعين ورواد الأعمال وخبراء التكنولوجيا يتلاقاو باش يخلقوا حلول مبتكرة. حول أفكارك لمشاريع حقيقية ونافس على جوائز قيمة، بالشراكة مع وزارة التعليم العالي والبحث العلمي. سجلوا درك!
instagram,,0,culture,رانا نبارطاجيوا معاكم أجمل لحظات إبراهيم من برنامج ألحان وشباب، الطبعة التاسعة برعاية جيزي. ما تنساوش تبعوا سهرة النصف النهائي الليلة على الساعة حداش تاع الليل.
instagram,,0,hightech,التسجيلات مفتوحة رسمياً في جيزي، أكبر هاكاثون للتكنولوجيا والابتكار في الجزائر! رحلة تاع تلت أيام تجمع الشباب الطامح وخبراء التكنولوجيا باش يصنعوا مستقبل الابتكار. حول أفكارك لمشاريع حقيقية ونافس على جوائز قيمة، بالشراكة مع وزارة التعليم العالي والبحث العلمي. الرابط في الصفحة، سجل درك!
instagram,,0,hightech,اختتام طبعة ديسيبرينت المدعومة من جيزي، البرنامج اللي كان منصة قوية للابتكار والتعاون. المشاركين حولوا أفكارهم لحلول رقمية مؤثرة، مجسدين روح العمل الجماعي. جيزي فخورة بدعم هاد المبادرة كراعي رسمي مع جلالتي وهواوي. كل التهاني للمشاركين على هاد التجربة اللي تعكس التزامنا بدعم الشباب والابتكار في الجزائر. جيزي: ابتكار، بيانات، تعاون، وتمكين الشباب.
linkedin,,0,hightech,هاكاثون جيزي للابتكار راهو هنا! تلت أيام من ماراثون الإبداع وين تقدر تحول أفكارك لواقع. من عشرة لغاية حداش نوفمبر في قطب العلوم والتكنولوجيا بسيدي عبد الله، بالشراكة مع وزارة التعليم العالي والبحث العلمي. التسجيل يفتح قريب، وجد روحك!
linkedin,,0,economie,في اليوم الأخير من صالون التجارة الإلكترونية، كان لينا الشرف باستقبال وزير البريد والمواصلات السلكية واللاسلكية، ووزير اقتصاد المعرفة والمؤسسات الناشئة. زيارتهم لجناح جازي تأكد استعدادنا لمواكبة التحول الرقمي في الجزائر. عرضنا حلولنا المهنية كيما: جازي سحاب، خدمة فيزا الجديدة، وديجيبي. شكراً لكل من زارنا.
instagram,,3,sport,الحماس ما يخلاصش مع جازي ومنصة تود! كونوا واجدين لمتابعة مباريات الليلة حصرياً على تود. اشتركوا درك واستمتعوا بأحسن العروض. جازي، تود، أبطال الكرة.
linkedin,,0,economie,جيزي تفتخر بكونها جزء من معرض دزاير إكسبو، أكبر معرض تجاري في أفريقيا. انضموا لينا من خمسطاش لغاية تسعطاش أكتوبر في سافكس واكتشفوا خدماتنا الرقمية، حلول الدفع عبر الإنترنت، والنظام المتصل اللي يسهل حياتكم اليومية ويطور أعمالكم. هيا نبنيو مستقبل رقمي مع بعض. زورونا في قصر المعارض بالعاصمة. جيزي، إكسبو دزاير، التحول الرقمي والابتكار.
linkedin,,0,nation,جازي شاركت في الحفل الرسمي لانطلاق موسم التكوين المهني الجديد، بإشراف الوالي المنتدب لسيدي عبد الله وحضور مدير التكوين المهني لولاية الجزائر. الشركة عطات قيمة كبيرة لهاد الحدث في المعهد الوطني بالرحمانية. هاد العام جازي أطلقت تخصصات جديدة تواكب مهارات المستقبل كيما تحليل البيانات، التجارة الإلكترونية، والتسويق الرقمي. جازي تجدد التزامها بدعم الشباب وتمكين المواهب الجزائرية. التكوين المهني، دعم الشباب، فرص التعلم.
linkedin,,0,hightech,ما تراطيش الطبعة الرابعة من معرض جازي إكسبو. نهار معمر بالنقاشات والاكتشافات والتواصل في مجال الاتصالات. فرحنا بزاف كي شاركنا هاد التجربة معاكم. إذا مازال ما جيتوش، أرواحوا تلاقوا بالفريق تاعنا غدوة في الجناح المركزي. مرحبا بيكم كامل. جازي إكسبو، التحول الرقمي والابتكار.
linkedin,,0,hightech,في إطار تحدي تأثير، جيزي بالتعاون مع مؤسسات جزائرية نظموا مسابقة للشركات الناشئة. أصحاب المشاريع من كاع الجزائر عرضوا حلول مبتكرة قدام الخبراء باش يعززوا الشمول الرقمي. المشاريع الواعدة راح تدخل للبرنامج الرئيسي للشركات الناشئة. استناو باش تعرفوا شكون الرابح! تحدي تأثير، جيزي، إدماج رقمي، ابتكار مفتوح.
instagram,,0,nation,شريحتك الهاتفية هي هويتك الخاصة، استعملها بحذر باش تحافظ على خصوصيتك. ما تبارطاجيها مع حتى واحد مهما كان. جازي، هويتك أمانتك.
instagram,,0,culture,استمتع بتجربة مشاهدة تجمع بين الدراما والأكشن. خير الجو اللي يساعدك مع جازي وشاهد بلا حساب عبر تطبيق شاهد. جيزي، المستقبل هو الآن، اتفرج بلا حدود.
instagram,,0,hightech,شوفوا أهم لحظات تحدي تأثير اللي تنظم بالتعاون مع جيزي. الشركات الناشئة قدموا حلول مبتكرة لتعزيز الشمول الرقمي قدام صناع القرار. أحسن المشاريع راح تتقدم للبرنامج الرئيسي. ترقبوا معانا شكون راح يكون فائز سنة ألفين وأربعة وعشرين. جيزي، تحدي التأثير، الاستدامة، والابتكار.
